REF_DATE,GEO,DGUID,Age group,Sex,Indicators,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2015,Canada (excluding territories),,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789912,1.5.2.1.4,57.9,,,,1
2016,Canada (excluding territories),,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789912,1.5.2.1.4,55.9,,,,1
2017,Canada (excluding territories),,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789912,1.5.2.1.4,53.2,,,,1
2018,Canada (excluding territories),,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789912,1.5.2.1.4,56.2,,,,1
2019,Canada (excluding territories),,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789912,1.5.2.1.4,56.2,,,,1
2020,Canada (excluding territories),,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789912,1.5.2.1.4,58.1,,,,1
2021,Canada (excluding territories),,50 to 64 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110789912,1.5.2.1.4,56.1,,,,1
2015,Canada (excluding territories),,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790094,1.5.3.1.4,57.6,,,,1
2016,Canada (excluding territories),,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790094,1.5.3.1.4,56,,,,1
2017,Canada (excluding territories),,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790094,1.5.3.1.4,55.2,,,,1
2018,Canada (excluding territories),,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790094,1.5.3.1.4,56.9,,,,1
2019,Canada (excluding territories),,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790094,1.5.3.1.4,57,,,,1
2020,Canada (excluding territories),,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790094,1.5.3.1.4,58.1,,,,1
2021,Canada (excluding territories),,50 to 64 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790094,1.5.3.1.4,55.9,,,,1
2015,Canada (excluding territories),,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790276,1.6.1.1.4,47,,,,1
2016,Canada (excluding territories),,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790276,1.6.1.1.4,45.8,,,,1
2017,Canada (excluding territories),,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790276,1.6.1.1.4,46.8,,,,1
2018,Canada (excluding territories),,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790276,1.6.1.1.4,47.3,,,,1
2019,Canada (excluding territories),,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790276,1.6.1.1.4,48.4,,,,1
2020,Canada (excluding territories),,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790276,1.6.1.1.4,50,,,,1
2021,Canada (excluding territories),,65 years and over,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790276,1.6.1.1.4,49.9,,,,1
2015,Canada (excluding territories),,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790458,1.6.2.1.4,48.5,,,,1
2016,Canada (excluding territories),,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790458,1.6.2.1.4,45.8,,,,1
2017,Canada (excluding territories),,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790458,1.6.2.1.4,45.8,,,,1
2018,Canada (excluding territories),,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790458,1.6.2.1.4,46.4,,,,1
2019,Canada (excluding territories),,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790458,1.6.2.1.4,47.2,,,,1
2020,Canada (excluding territories),,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790458,1.6.2.1.4,49,,,,1
2021,Canada (excluding territories),,65 years and over,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790458,1.6.2.1.4,48.4,,,,1
2015,Canada (excluding territories),,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790640,1.6.3.1.4,45.8,,,,1
2016,Canada (excluding territories),,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790640,1.6.3.1.4,45.8,,,,1
2017,Canada (excluding territories),,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790640,1.6.3.1.4,47.6,,,,1
2018,Canada (excluding territories),,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790640,1.6.3.1.4,48.1,,,,1
2019,Canada (excluding territories),,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790640,1.6.3.1.4,49.4,,,,1
2020,Canada (excluding territories),,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790640,1.6.3.1.4,50.8,,,,1
2021,Canada (excluding territories),,65 years and over,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790640,1.6.3.1.4,51.2,,,,1
2015,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790822,2.1.1.1.4,59.4,,,,1
2016,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790822,2.1.1.1.4,64.6,,,,1
2017,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790822,2.1.1.1.4,61.7,,,,1
2018,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790822,2.1.1.1.4,60.5,,,,1
2019,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790822,2.1.1.1.4,64.2,,,,1
2020,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790822,2.1.1.1.4,63.6,,,,1
2021,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110790822,2.1.1.1.4,60.2,,,,1
2015,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791004,2.1.2.1.4,57.7,,,,1
2016,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791004,2.1.2.1.4,62.1,,,,1
2017,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791004,2.1.2.1.4,58.7,,,,1
2018,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791004,2.1.2.1.4,58.4,,,,1
2019,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791004,2.1.2.1.4,61.5,,,,1
2020,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791004,2.1.2.1.4,60.6,,,,1
2021,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791004,2.1.2.1.4,60.6,,,,1
2015,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791186,2.1.3.1.4,60.9,,,,1
2016,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791186,2.1.3.1.4,67.1,,,,1
2017,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791186,2.1.3.1.4,64.5,,,,1
2018,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791186,2.1.3.1.4,62.5,,,,1
2019,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791186,2.1.3.1.4,66.7,,,,1
2020,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791186,2.1.3.1.4,66.5,,,,1
2021,Newfoundland and Labrador,2016A000210,"Total, 12 years and over",Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791186,2.1.3.1.4,59.9,,,,1
2015,Newfoundland and Labrador,2016A000210,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791368,2.2.1.1.4,78.7,,,,1
2016,Newfoundland and Labrador,2016A000210,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791368,2.2.1.1.4,74.5,,,,1
2017,Newfoundland and Labrador,2016A000210,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791368,2.2.1.1.4,62.8,,,,1
2018,Newfoundland and Labrador,2016A000210,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791368,2.2.1.1.4,79.7,,,,1
2019,Newfoundland and Labrador,2016A000210,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791368,2.2.1.1.4,76.7,,,,1
2020,Newfoundland and Labrador,2016A000210,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791368,2.2.1.1.4,76,,,,1
2021,Newfoundland and Labrador,2016A000210,12 to 17 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791368,2.2.1.1.4,71.6,,,,1
2015,Newfoundland and Labrador,2016A000210,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791550,2.2.2.1.4,76.9,,,,1
2016,Newfoundland and Labrador,2016A000210,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791550,2.2.2.1.4,80.2,,,,1
2017,Newfoundland and Labrador,2016A000210,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791550,2.2.2.1.4,60.3,,,,1
2018,Newfoundland and Labrador,2016A000210,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791550,2.2.2.1.4,76.2,,,,1
2019,Newfoundland and Labrador,2016A000210,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791550,2.2.2.1.4,73.1,,,,1
2020,Newfoundland and Labrador,2016A000210,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791550,2.2.2.1.4,83.5,,,,1
2021,Newfoundland and Labrador,2016A000210,12 to 17 years,Males,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791550,2.2.2.1.4,80.7,,,,1
2015,Newfoundland and Labrador,2016A000210,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791732,2.2.3.1.4,80.7,,,,1
2016,Newfoundland and Labrador,2016A000210,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791732,2.2.3.1.4,68.8,,,,1
2017,Newfoundland and Labrador,2016A000210,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791732,2.2.3.1.4,65.4,,,,1
2018,Newfoundland and Labrador,2016A000210,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791732,2.2.3.1.4,83.9,,,,1
2019,Newfoundland and Labrador,2016A000210,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791732,2.2.3.1.4,80.3,,,,1
2020,Newfoundland and Labrador,2016A000210,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791732,2.2.3.1.4,68.1,E,,,1
2021,Newfoundland and Labrador,2016A000210,12 to 17 years,Females,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791732,2.2.3.1.4,60.9,,,,1
2015,Newfoundland and Labrador,2016A000210,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791914,2.3.1.1.4,61.3,,,,1
2016,Newfoundland and Labrador,2016A000210,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791914,2.3.1.1.4,72.5,,,,1
2017,Newfoundland and Labrador,2016A000210,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Percent,Percent,239,units,0,v110791914,2.3.1.1.4,67.2,,,,1
